Gene	Hits	Length
SELENOP	2	26017
RBSN	1	29076
SNORA19	0	126
POTEM	2	36319
PDF	0	1975
TSC22D1-AS1	1	4537
SELENOW	0	6102
NCAPG	3	34052
MGAT4EP	0	1093
KC6	3	40326
LEF1-AS1	0	8906
MAP2K4	13	122917
SNHG6	0	3613
SNORD87	0	76
TMEM91	1	33172
HEPN1	0	1428
ERAP2	2	43763
NECAB1	7	167710
ECSCR	0	64316
OSGEPL1	0	16568
DPEP2	0	13197
LOC641746	0	1142
P3H1	2	20750
DPEP3	0	4887
EDDM3B	1	2522
SETMAR	1	13962
SEPTIN7P2	4	45232
BLMH	3	43972
GUSBP10	0	14487
IRF2BPL	0	4157
POPDC3	1	22084
SFPQ	0	9543
MMS19	1	40433
LHX5	0	9184
DNAJC1	24	247174
TFB2M	0	25703
SEMA4A	2	27808
PJA1	0	4785
SFRP1	1	47515
STRA6	1	30239
TOR3A	0	14018
MLST8	0	4241
FRG1JP	3	26593
HERPUD2	7	62503
NA	42	535512
FAM110C	1	7775
SFRP2	1	8487
MS4A6A	1	13060
MS4A5	3	18204
MIR4500HG	20	226977
PDLIM2	0	19285
LOC642361	1	1701
ISL1-DT	1	10596
ADARB2-AS1	1	30355
SFRP4	0	10991
ABCG5	1	26394
ABCG8	0	39503
NA	47	879689
LINC02297	1	3097
TRIM64B	0	5580
MROH6	0	6566
SFRP5	0	5249
POU5F1P3	0	1084
MIR205HG	0	3725
AKAIN1	3	53584
TRIM49C	1	10920
NA	0	6291
RAD21L1	1	28382
SCX	0	170615
SRSF2	0	3297
NPIPA3	1	53770
SRSF3	0	10155
TENT4B	4	82391
RAB17	0	16805
CPSF4L	0	13432
RHBDF1	0	18294
LINC00205	0	9303
SPATA42	0	1308
ZSCAN31	3	31534
SRSF4	0	34388
CIBAR1-DT	21	353967
LOC642929	0	4948
INSYN2A	6	60733
FLVCR1-DT	0	1535
GRIK1-AS1	2	15832
TMEM232	44	437517
SMIM5	0	7973
SLED1	0	750
C11orf97	0	19595
SRSF6	0	5741
SMIM15	0	4767
CYMP	2	17514
FAM25A	1	4442
NOC3L	3	29695
FBRS	2	10889
SRSF7	0	7896
RNF25	1	8195
LOC643201	3	56211
SOX17	0	2962
NA	0	1751
TUBBP5	3	27321
GRXCR2	0	13236
TMEM72	1	23879
NSD1	8	167135
MAP1LC3B2	1	17240
CCT6P1	0	12571
COP1	11	262404
LMBR1	12	212333
XPO4	9	125446
SFSWAP	4	88652
CT47B1	0	3328
NA	0	6979
NFKBIZ	2	33036
ARHGAP9	1	16560
RNASE2CP	0	836
C15orf62	0	2490
LOC643339	32	373979
LINC01750	1	8274
TMEM253	0	4788
TARDBPP3	1	2659
SPINK9	1	4291
TRA2B	2	23567
PURPL	3	24110
LOC643406	0	5939
LIPK	2	28213
LIPN	2	16837
HS1BP3	2	33301
AZI2	3	26775
TSG1	3	69399
HIF3A	1	46388
LOC643441	0	9472
BRDTP1	1	817
DSEL-AS1	23	383074
RNF224	0	2073
LINC02523	3	45866
LINC01189	300	4828784
LINC00842	3	54947
SLC35G6	0	1663
CCER2	0	3179
CCDC168	3	29706
PAFAH1B2P2	4	43106
CASC16	2	54889
SCGB1B2P	0	959
LYPLAL1-DT	4	92814
CASP4LP	0	16627
SIL1	6	251656
IKZF4	2	20298
IKZF5	4	18045
NA	1	7041
LINC02453	1	18312
MPHOSPH10P1	0	1768
KRTAP24-1	0	1650
NA	0	16187
PGA3	1	9367
ZFP62	0	13676
LINC01128	1	31856
TMPPE	1	6407
CTAGE9	0	2577
MMP25	0	14043
CBLN3	0	2992
GREM2	7	122590
SFTPB	0	11425
RNF222	0	7122
PRR21	0	1170
CRNDE	1	10325
NA	0	1479
ZMAT3	1	54646
GMCL1	4	49910
ZNF733P	1	12765
GMCL2	0	2923
TMEM88B	0	1660
ZNF106	1	59496
PALS1	6	94767
FNDC10	0	2089
HHIP	6	92734
BLVRA	0	48670
SFTPC	0	5758
AKTIP	1	11979
ZNG1F	3	58056
C18orf63	2	43313
CDH22	5	134766
RPS14P3	0	838
RGS18	1	27354
GLYCAM1	0	2276
GALNT17	23	581064
SDHAF1	0	1131
SFTPD	0	11366
KLHL25	2	35631
ARAP3	1	28833
GZF1	0	10865
RPL23AP53	2	23974
PIRT	2	15627
EXOC1L	3	17194
WIPF3	5	110513
BCRP3	0	20446
DRGX	0	29902
TMEM168	2	24692
SYCE3	1	11788
LOC644189	0	1724
MTMR14	2	52962
NR2F2-AS1	4	60975
SGCA	0	9928
SUSD1	7	134496
ATG3	0	29129
INF2	0	30005
SNCA-AS1	0	5591
POLR1E	1	17749
SUDS3	2	41483
TTC31	0	11492
CIAO3	1	11229
ZDHHC6	1	17249
SGCB	1	17625
PCNX4	3	77223
ACTR6	5	41765
MT1IP	0	2005
FLJ43315	6	60176
MRPS25	0	16798
LINC00244	0	611
NOM1	1	23460
ZCCHC18	0	3427
SGCD	61	1059736
DEFB131A	0	5981
TMEM30CP	0	8363
SGCG	10	144245
RPL13AP6	0	653
NKX2-4	0	2043
SMIM10	0	1536
LOC644554	0	9228
SGK1	7	148813
INTS4P2	1	70856
APOOP5	0	1051
RAD21-AS1	0	2445
LOC644669	1	12364
CDRT15P2	0	987
LIMD1-AS1	0	10718
TMPRSS11GP	0	5628
CSMD1	140	2059454
SGSH	0	11121
FAM83G	0	33680
PHGR1	0	5401
NBPF13P	1	14863
SLC12A2-DT	10	143168
MEIG1	1	13413
SGTA	0	28643
LINC00235	0	561
LOC644936	0	1381
RASSF10	0	2684
KRT16P3	0	2985
ACTG1P20	0	2652
ALG1L2	0	16560
TPSB2	0	2914
PIK3CD-AS1	0	1977
BLVRB	1	18035
SH3BGR	7	69637
EVPLL	0	11882
GAGE13	5	135169
CPEB1	4	104778
NA	9	156539
SH3BGRL	0	96744
CCNI2	0	6720
PPIAL4D	0	785
CBX3P2	0	3226
LSP1P5	2	24769
SH3BP2	1	48074
LINC00693	10	183060
EIF3J-DT	0	2419
MNX1-AS1	0	5568
LINC00461	6	144024
FAM86C2P	0	13570
MIR3976HG	3	47083
GGT8P	0	6786
TMEM200C	0	1920
USP17L4	0	1593
TMEM191C	0	2766
FUT8-AS1	0	2025
ARRDC5	0	12431
LINC01625	0	5602
SEPTIN7P14	7	44810
FAM238A	0	4458
SH3GL2	14	218170
WFDC21P	1	4902
FLJ42627	0	7148
ASH1L-AS1	0	1964
POU5F1P4	0	1083
RPL13AP3	0	1473
LINC00520	3	15540
SH3GL3	10	171403
MT1HL1	0	316
GOLGA6FP	1	12630
ALDH8A1	4	32733
ANKRD36BP2	1	40691
NDST4	28	286106
SH3GL1P1	0	2497
CLEC7A	0	13493
GPR135	0	1820
SEBOX	0	976
USP17L3	0	1593
TMEM14EP	0	1293
MAGEB17	0	3913
RPS7P5	0	5737
SH3GL1P2	0	2490
TSPY2	0	2790
RBMY3AP	0	4433
LINC01822	1	23219
TTTY15	3	29856
RPS18P9	0	969
SPATA31C2	0	5681
PABPC1L2B	0	2200
MOSPD3	0	3276
GIGYF1	0	9741
NAP1L6P	0	2044
BNC1	1	28814
PLA2G2F	0	11057
VPS16	0	26006
CBY3	0	2417
ADORA2A-AS1	6	65606
RAET1K	0	7126
POM121L10P	1	13982
CHEK2P2	1	8815
SHB	3	153316
LINC00643	1	16829
LRRC77P	3	28062
C16orf90	0	1938
SHBG	0	19319
LOC646214	0	8226
CXADRP2	0	2459
LINC01704	0	8597
PDCD6IPP2	2	66741
AZGP1P1	1	13204
COL6A4P2	5	60987
LINC00607	15	231974
NA	2	40819
REREP3	1	24267
TPTE2P1	1	39715
EBF2	11	203395
SPINK8	0	21496
MFSD14A	2	45141
ARIH2OS	1	1598
C19orf67	0	4164
LOC646471	0	3653
FABP12	1	6270
C3orf84	0	14223
CSRNP1	1	12712
C4orf51	4	52593
URAD	1	10532
BCL10-AS1	7	123606
SPANXC	13	337265
SBK2	0	7336
SYNDIG1L	2	20210
NIPBL-DT	0	5334
LOC646736	2	37269
TRIM64C	0	5399
LOC646762	4	39900
ZAR1L	1	8184
FBXW4	4	84323
LOC646813	1	11485
ANAPC1	10	116528
FAM227A	8	78510
SH2D7	0	11467
SHH	0	12232
LOC646903	0	1964
CTAGE1	0	4315
LOC646938	0	1356
PRSS56	0	5253
HRCT1	0	950
LINC00598	7	133873
TMPRSS3	0	24960
LOC646999	0	2602
SHMT1	1	35670
YY1P2	0	1851
C6orf132	2	41859
PA2G4P4	0	2751
GOLGA6L10	24	385076
COPS7B	0	26990
STMP1	1	30942
NUCKS1	2	37426
LINC01192	7	126059
HS3ST6	0	6767
EMBP1	6	52777
PDIA2	0	6604
SERPINE3	3	23251
UNKL	0	51500
RPS16P5	0	3158
ASCL5	0	1420
RD3L	0	1883
CTAGE11P	0	2629
GMNC	2	9940
TEX22	0	15277
LINC02026	1	46288
SHOX2	0	10153
WDR13	0	7703
METTL17	0	7230
ACBD3	2	42044
MFSD1	1	27794
PLPPR2	1	10313
SMURF2	11	117652
CCDC136	1	30724
SMYD3	41	758003
RUSF1	0	18945
ATPAF1	2	33389
MTARC1	0	27703
ANHX	0	17525
TNS3	16	306991
SI	7	99598
FHIP2B	0	15178
GAREM1	13	206964
ZNF574	0	13092
CREB3L2	8	127123
S100PBP	1	41438
IPPK	3	57082
MEAF6	2	24860
SIAH1	3	92035
CCDC14	4	47982
ENGASE	0	13667
PCED1A	0	5929
RMND5B	0	17452
MTHFSD	2	25060
MICAL1	3	21906
CERK	1	53846
AEN	1	10986
RBM15	0	7359
CRTC3	6	115460
GINS3	0	13751
OCLNP1	0	18868
TBC1D15	5	87143
EPS8L2	0	21608
EXO5	0	7782
IFT22	0	8446
DDX31	4	76113
RMND5A	62	1091355
NORAD	0	5343
IQCH	15	247005
BMI1	0	10276
ST6GAL1	4	148027
EFCAB6	7	283594
ARV1	2	21657
NMNAT1	0	42071
P2RY12	8	47309
IL25	0	3595
CYP3A43	1	38538
ST3GAL1	4	117093
ST3GAL2	4	59654
ELOVL1	0	4678
KLC2	0	10568
FNDC4	0	3377
FBXL17	29	523066
ST3GAL4	3	85213
PORCN	0	11832
GNPNAT1	0	16476
ISL2	0	5670
MARCHF7	1	56075
SPATA20	0	12795
YTHDC2	6	81594
TUT1	0	16593
AIDA	2	45172
USP46	3	68376
NIBAN2	1	73651
VWA1	0	7360
DCLRE1B	0	8794
NABP1	0	10451
ARMCX5	0	4990
METTL4	0	33966
CDCP1	5	64146
ACTG1P4	0	1983
PPP1R3G	0	1736
EFL1P1	3	46415
PCDH20	1	18261
ST8SIA1	8	141324
BMP1	1	47188
PMEL	0	12608
LPIN3	0	19663
AGXT2	0	50035
STIL	1	84952
LOC649133	0	16174
LINC00273	0	1452
BCL11B	2	102198
SIM1	5	76056
CASD1	3	47159
LRRC19	0	12557
CCDC71	0	3818
RASAL3	0	12947
CES5AP1	2	22521
TTC23	9	114901
MRPL14	1	13819
SIM2	1	50520
HNRNPCL3	0	1002
LOC649352	0	523
YWHAEP1	0	1825
STAG3L4	0	18889
NT5DC2	0	10709
DLGAP1-AS1	0	3266
CENPH	1	20810
MRPS26	0	2222
SIX1	1	4739
MRPS24	0	2989
SIX3	0	4180
MRPS15	1	8679
MRPS11	0	11178
MRPS9	3	61936
SKI	0	81519
MRPL41	0	699
MRPL40	0	3561
MRPL38	0	11176
MRPL36	0	1458
MRPL34	0	1176
RPL23AP64	0	633
BMP2	0	12166
SKP1	0	20643
MRPL11	0	3761
MRPL9	0	3918
MRPL1	5	90140
NDRG4	0	49975
SLC26A6	0	9771
SLC26A10P	2	6242
PINK1	2	18057
LOC650226	1	24672
OR7E85BP	0	651
SLA	5	66338
SLAMF1	4	37191
SLC1A1	7	97043
REEP1	4	124087
ACD	0	3304
SLC1A2	4	168859
TMEM237	2	23346
BEND3P3	0	5920
ABCA17P	5	87410
GAS6-AS1	0	27232
CFLAR-AS1	1	17504
MIPEPP3	6	94798
SLC4A3	0	14411
MRPL44	0	10311
VPS33A	2	58860
NOL6	1	12591
SLC1A4	2	35422
JMJD4	0	4223
KRI1	0	12942
BMP3	2	26567
SLC1A5	0	13703
MARCKSL1	0	2411
UPF3B	0	19003
UPF3A	1	24233
RSRC2	2	22371
PRAMEF1	0	5232
PRAMEF2	0	4824
SOWAHC	0	4654
WNK1	9	158530
SLC2A1	0	33802
ZKSCAN8P1	1	7835
SLC2A2	1	30632
FLJ38576	0	2459
SLC2A3	1	17069
SLC2A4	0	6314
SLC2A5	1	51506
SLC3A1	2	45366
BMP4	0	7100
SLC3A2	0	32872
SLC4A1	1	19745
PCDH15	145	1825170
SLC4A2	1	18316
NADK	0	28838
LOC652276	0	27111
SLC5A2	0	7653
SPATS2	7	160520
ZSWIM4	1	36771
SMTN	0	23329
CPLANE1	7	143201
ZNF649	1	15818
MPPE1	1	25325
SLC5A3	0	32739
PYCR3	0	5702
UBE2Z	1	20692
C8orf33	0	3593
WNK4	1	16436
WNK2	6	135643
SLC5A4	2	36856
SLC6A1	3	46516
SNORA48	0	135
CASTOR1	0	14434
LRRC37A5P	0	10723
SKOR2	3	37095
UCA1	1	7375
BMP5	10	120138
GOLGA8S	2	13577
GOLGA8T	2	11406
SLC6A3	1	52639
FAM86FP	0	11898
ZBTB8A	7	140885
NBPF6	0	20357
GPR199P	1	9649
RPSAP9	0	1440
OR1D4	0	590
GUSBP3	37	664804
ABCC6P1	3	27038
TRIM43B	0	7765
SLC6A4	1	41650
XAGE1A	0	5144
GTF2H2B	3	34993
KRTAP4-11	0	1173
PRB2	1	4025
AGAP7P	0	22177
POTEI	3	46420
CFC1B	0	6899
CT47A7	0	3318
SLC6A6	4	86782
ASAH2B	1	14882
FAM153CP	1	42122
MATCAP1	1	8439
FAM86B2	0	10741
NCF1	0	15351
RRN3P2	1	41876
GSTTP2	2	15962
SLC6A7	1	21116
FOXD4L6	0	2725
SPAG11A	0	15918
FOXD4L5	0	3109
AQP12B	0	6489
MRPL45P2	1	42394
AFDN-DT	0	2907
RGPD3	4	63666
PSG10P	1	18722
LGALS7B	0	2545
SLC6A8	0	8297
SFTPA1	0	4505
LOC653513	23	363556
GPR89A	7	62509
DUX4L6	0	1466
DUX4L3	0	11282
TMEM236	10	295595
PHLDB3	2	29731
SLC6A9	0	39993
H3C13	0	457
PRAMEF22	0	2839
WASH7P	0	15600
GOLGA6C	1	14898
GOLGA6D	1	12967
TBC1D3P1-DHX40P1	3	42952
MBD3L4	0	2430
SEC1P	0	44207
POTEJ	3	46505
OTOAP1	2	31168
ZG16	0	3409
FAM72B	1	16677
ACTR3C	3	76458
SLC6A12	4	24129
BMP6	6	154951
SLC6A13	3	42253
SLC7A1	0	86275
SLC7A2	5	73481
OCM	0	5566
ZNF732	0	34636
SLC8A2	2	44029
SNORA8	0	1985
SNORA75	0	137
SNORA13	0	133
NA	8	227019
LGALS9C	2	18161
NA	0	3006
FAM138B	0	1471
LRTM2	0	16486
PAX8-AS1	1	31497
FER1L6	10	268076
SLC7A4	0	3841
IQCJ	9	197056
SLC8A1	24	400290
SLC8A3	9	144854
PCP4L1	1	26724
SLC9A1	1	56322
NCF1B	0	15306
NCF1C	0	15433
FAM138C	0	1471
MFF-DT	8	104135
SLC9A2	5	91644
SLC9A3	0	51216
SLC9A5	3	23240
SLC10A1	2	21455
SLC10A2	0	22849
SLC11A1	0	14866
SLC12A1	9	112409
SLC12A2	7	105898
SLC12A3	1	50644
SLC12A4	1	25719
SLC13A1	4	86438
SLC14A1	0	28394
SLC15A2	5	49864
SLC16A1	1	44506
SLC16A2	7	112437
SLC17A1	5	49162
SLC34A1	0	14418
BMPR1A	8	168550
SLC18A1	2	38352
SLC18A2	1	38358
SLC18A3	0	2420
SLC19A1	1	46211
SLC20A1	2	17967
SLC20A2	5	123377
SLCO2A1	7	97381
SLCO1A2	14	130838
BMPR1B	23	400474
SLC22A1	4	36888
SLC22A3	7	104207
SLC22A2	2	42170
SLC22A4	0	49755
SLC22A5	0	25906
SLIT1	4	187889
SLIT3	35	639396
BMPR2	4	191425
SLPI	0	2328
SNAI2	0	3761
SMARCA1	5	76983
SMARCA2	13	178282
HLTF	4	56438
SMARCA4	2	101361
STK33	14	202358
BRD9	1	29090
CAPRIN2	0	44963
ZSCAN18	1	34585
AACS	2	77947
ZNF747	0	3416
DLK2	0	5697
SMARCC1	6	196219
ANTKMT	0	1449
FUNDC2	0	30128
DDRGK1	0	14284
MRPS34	0	1245
CENPBD2P	2	24087
LRRC61	1	28616
BMX	3	92284
TMEM108	22	359449
CYP4F12	2	24157
LYNX1	0	13885
CHID1	0	47702
TRAK2	5	74390
SMARCC2	3	27716
SMARCD1	1	15512
SLC2A11	0	28667
MTMR9	3	43655
BOLL	4	59336
SMARCE1	0	20128
SMN1	50	902604
SMN2	50	903493
SMO	0	24673
SMPD1	0	4585
POLR3D	0	6062
SMPD2	0	3192
SMS	4	54265
SUMO3	0	12513
SUMO2	1	15274
SIGLEC1	2	20159
SNAI1	0	5908
SNAP25	3	88590
SNAPC2	0	2943
SNAPC3	1	43050
BNIP1	1	19946
SNCB	0	10348
SNCA	10	114198
SNCG	0	4730
FSCN1	0	13852
SNRNP70	0	23406
SNRPA	0	14539
SNRPA1	2	13746
SNRPB	0	9219
SNRPB2	0	11809
BNIP2	0	26581
SNRPC	2	16764
SNRPD1	1	17949
SNRPD2	0	4732
SNRPD3	0	27237
SNRPE	2	9554
SNRPF	0	7530
SNRPG	0	12364
SNRPN	11	175432
BNIP3	0	14232
SNTA1	1	35936
SNTB1	14	276325
SNX1	1	48351
SNTB2	6	121906
SOAT1	5	64966
MIR539	0	78
MIR487B	0	84
MIR542	0	97
HSP90AB4P	1	2828
SOD1	0	9309
ZNF826P	8	156694
BNIP3L	1	30122
CAPN15	0	26781
SON	2	34463
SORD	7	51986
SORL1	11	181560
SOS1	9	142797
SOS2	6	114254
SOX1	0	4108
SOX2	0	2512
SOX4	0	4878
SOX5	85	1030153
SOX9	0	5400
SOX10	0	15111
SOX11	0	8719
SOX15	0	1991
SOX12	0	4658
SP1	2	36248
SP2	1	32808
DST	43	496642
SP3	1	59244
SP4	2	86463
SP100	2	129447
SPAG1	5	83870
UAP1	2	38338
SPAG4	0	5157
SPAM1	5	46176
SPARC	0	25959
SPAST	7	94027
SPG7	0	49370
SPI1	1	23719
SPIB	0	12115
BPGM	2	33037
SPINK2	0	12010
SPP2	0	26431
SPOCK1	26	524032
SPP1	1	7762
SPR	0	4778
SPRR1A	0	1727
SPRR1B	0	1698
BPHL	0	34507
SPRR2A	2	85374
SPRR2B	0	1367
SPRR2C	0	1376
SPRR2D	0	1394
SPRR2F	0	1377
SPRR2G	1	1370
SPTA1	2	76011
SPTAN1	3	81108
BPI	2	33354
SPTB	6	133601
SPTBN1	8	215130
SPTBN2	2	36151
SQLE	1	23806
SRC	1	60734
SRD5A1	2	36176
SRD5A2	2	56385
SRI	2	21877
SRD5A1P1	0	2155
BRCA1	7	126109
SREBF1	0	25663
SREBF2	7	73270
SRF	1	10325
SRM	0	5443
SRMS	0	6695
SRP9	1	12654
SRP14	1	3499
SRP19	0	31892
SRP54	3	46670
BRAF	16	190752
SRP68	1	33752
SRP72	1	36086
SRPK2	16	284083
SRY	0	897
TRIM21	0	8800
RO60	2	32355
SSB	0	13250
SSR1	2	32254
SSR2	2	11920
SSR3	0	15045
SSR4	0	4338
SSRP1	0	9893
SST	0	1508
SSTR1	0	5065
SSTR3	0	6109
SSTR4	0	1258
SSTR5	0	8699
SSX1	1	12083
SSX5	1	10544
BRDT	4	65058
DENND2B	7	217600
ST13	2	32087
ST14	2	50576
STAR	0	8383
STAT1	4	45215
STAT3	6	75171
STAT4	8	144601
STAT5A	1	24396
SCARNA3	0	144
SCARNA20	0	130
STAT5B	0	77230
SCARNA21	0	138
SCARNA18	0	134
SCARNA2	0	420
SCARNA7	0	330
SCARNA17	0	421
SCARNA22	0	125
SCARNA4	0	129
SCARNA6	0	266
SCARNA1	0	166
SCARNA5	0	278
SCARNA8	0	131
SCARNA12	0	270
SCARNA15	0	127
LINC00488	2	7097
SCARNA11	0	137
SCARNA16	0	187
FAM138D	0	1467
SNORA2B	0	137
SNORA5B	0	132
SNORA7B	0	139
SNORA9	0	133
SNORA11	0	131
SNORA12	0	147
SNORA14A	0	134
SNORA14B	0	135
SNORA15	0	133
SNORA17A	0	133
SNORA18	0	132
SNORA20	0	132
SNORA23	0	189
SNORA24	0	131
SNORA26	0	122
SNORA29	0	140
SNORA2C	0	149
SNORA35	0	128
SNORA36B	0	135
SNORA37	0	129
SNORA40	0	127
SNORA80E	0	134
SNORA3B	0	131
SNORA47	0	138
SNORA49	0	137
SNORA50A	0	136
SNORA51	0	132
SNORA53	0	250
SNORA54	0	123
SNORA55	0	137
SNORA56	0	129
SNORA58	0	236
SNORA61	0	130
SNORA71C	0	138
SNORA71D	0	138
SNORA74B	0	204
SNORA50C	0	133
SNORA77	0	125
SNORA78	0	127
SNORA79	0	140
SNORA80A	0	136
SNORA81	0	181
SNORD1A	0	74
SNORD1C	0	78
SNORA59B	0	152
SNORA59A	0	152
STATH	0	6526
ZFP36L2	0	4205
STAU1	3	75413
STC1	1	12887
ELOVL4	4	32787
STIM1	11	237508
CD27-AS1	0	12517
STK3	33	487941
STK4	10	113474
AURKAP1	0	1537
CDKL5	11	228025
STK10	6	146273
STK11	0	22637
AURKC	0	4540
SULT1A2	0	5128
BRS3	0	4474
STRN	9	128775
STX1A	0	20483
STX3	5	50824
STX4	0	7073
STX5	0	25232
STXBP1	3	80510
STXBP2	0	10774
STXBP3	3	62864
STYX	2	44823
SULT1A3	0	5095
SULT1C2	1	21277
BSG	0	12217
SULT2B1	0	47256
SULT2A1	1	15932
SUPT4H1	0	7064
BST1	1	29224
SUPT6H	0	39948
SUPV3L1	0	28857
ABCC8	7	84018
SURF1	0	4696
SURF2	0	4620
SURF4	0	14631
MED22	0	7218
SURF6	0	5496
SUV39H1	0	13462
BST2	0	2630
SVIL	10	279588
VAMP1	0	8440
VAMP2	0	3829
XCL2	1	3233
SYCP1	11	140536
BTC	5	48435
SYK	5	96831
SYN1	2	47957
SYN2	25	187671
SYP	0	12397
SYPL1	0	22280
SYT1	48	588016
SYT4	0	9759
SYT5	1	7252
TBXT	1	11012
TAC1	2	8514
TACR2	0	12717
TACC1	6	124843
ADAM17	5	66507
TACR1	5	153056
KLF9	3	30061
TACR3	12	130349
TADA2A	2	70250
TAF1	7	166111
TAF2	5	102061
TAF4	0	91013
TAF4B	9	165242
TAF5	1	21099
TAF6	1	12789
KLF5	0	22563
TAF10	0	1428
TAF11	1	10294
TAF12	1	39996
TAF13	0	11627
TAL1	2	15930
TAL2	0	648
TARBP2	0	5511
TARS1	0	27395
TBX1	1	26887
TBCC	0	1651
TBCD	4	191123
TBCE	0	81553
TBX2	0	9571
TBX6	0	6094
TBXA2R	1	12328
TBXAS1	13	242079
TCEA1	2	55893
TCEA2	0	15526
SNORD12	0	90
SNORD11	0	84
SNORD5	0	73
SNORA16A	0	134
SNORD7	0	97
SNORD45C	0	78
SNORD17	0	237
SNORD49B	0	48
SNORD50B	0	71
SNORD19	0	76
SNORD59B	0	75
SNORD23	0	110
FAM86DP	1	13564
ELOC	0	27150
SNORD67	0	111
SNORD69	0	77
SCARNA10	0	330
SCARNA14	0	137
SNORA16B	0	133
SNORD75	0	60
SNORD78	0	54
SNORD103C	0	75
SNORD88A	0	97
SNORD88B	0	97
SNORD88C	0	97
SNORD89	0	114
SNORD90	0	107
SNORD91A	0	92
SNORD91B	0	86
SNORD92	0	89
SNORD93	0	74
SNORD98	0	67
SNORD111	0	94
SNORD97	0	142
NA	0	448
SNORD94	0	137
SNORD96B	0	72
SNORD104	0	80
SNORD105	0	85
SNORD103A	0	13517
ELOB	0	5883
PPAN-P2RY11	0	9166
ELOA	2	18694
TCF4	30	413627
TBX3	2	13911
HNF1A	1	23861
HNF1B	3	58663
TCF3	2	43040
MIR33B	0	96
MIR449B	0	97
MIR532	0	91
MIR548A1	0	97
MIR548A2	21	236176
MIR548B	0	97
MIR548C	0	97
MIR548D2	6	73760
MIR549A	0	96
MIR550A1	0	97
MIR550A2	0	97
MIR551A	0	95
MIR551B	0	96
MIR553	0	68
MIR554	0	96
MIR555	0	96
MIR556	0	95
MIR557	0	98
MIR558	0	94
MIR559	0	96
MIR561	0	97
MIR563	0	79
MIR564	0	94
MIR567	0	98
MIR568	0	95
MIR569	0	96
MIR570	0	97
MIR572	0	95
MIR573	0	99
MIR574	0	96
MIR575	0	94
MIR580	0	97
MIR581	0	96
MIR583	0	75
MIR585	0	94
MIR586	0	97
MIR589	0	99
MIR591	0	95
MIR592	0	97
MIR593	0	100
MIR595	0	96
MIR596	0	77
MIR597	0	97
MIR598	0	97
MIR599	0	95
MIR601	0	79
MIR602	0	98
MIR603	0	97
MIR604	0	94
MIR605	0	83
MIR608	0	100
MIR609	0	95
MIR610	0	96
MIR611	0	67
MIR613	0	95
MIR614	0	90
MIR615	0	96
MIR617	0	97
MIR618	0	98
MIR620	0	95
MIR621	0	96
MIR623	0	98
MIR624	0	97
MIR626	0	94
MIR627	0	97
MIR628	0	95
MIR632	0	94
MIR634	0	97
MIR635	0	98
MIR636	0	99
MIR637	0	99
MIR638	0	100
MIR639	0	98
MIR642A	0	97
MIR643	0	94
MIR644A	0	94
MIR645	0	94
MIR648	0	94
MIR92B	0	96
TCF7L2	11	217428
ZEB1	15	211319
GCFC2	2	48280
TCF12	19	370392
TCF15	0	6274
BTG1	0	5620
ZNF354A	1	19182
TCF20	3	55427
VPS72	0	13914
MLX	0	6144
BTK	5	41336
TCP1	1	11206
TCP10L3	1	27478
TCP11	2	23339
TCTA	0	4271
DYNLT1	0	8298
TDG	2	23064
TDGF1	0	7908
TDGF1P3	0	2710
TDO2	1	16714
ACTC1	0	7631
PRDX2	0	5091
TEAD1	12	270316
TEAD4	3	81365
TEAD3	1	23488
TEC	12	134015
TECTA	4	88141
TEF	3	31996
TMBIM6	0	23425
BUB1B	4	60128
TEK	5	121026
TEP1	1	47754
TERC	0	451
TERF1	1	38891
TERF2	3	30428
TERT	0	41876
TESK1	0	4758
TF	5	78640
TFAM	2	14088
TFAP2A	1	22882
TFAP2B	3	28888
TFAP4	0	15815
TFCP2	3	79388
NR2F2	1	14336
TFDP1	0	56786
TFDP2	9	205117
TFE3	0	14749
TFF2	0	4742
TFF3	0	3930
TFPI	7	90262
TFR2	0	22364
TFRC	2	32878
TG	11	267939
TGFA	8	106736
TGFB1	0	23020
TGFB2	5	99286
TGFB3	3	23651
TGFBR2	8	87640
BYSL	1	11820
TGIF1	1	46335
TGM2	2	36837
TH	0	7877
THBD	0	4032
THBS1	0	16389
THBS2	1	38263
THBS3	0	13591
TSPO	0	11729
THBS4	3	47938
TCHH	7	38914
THOP1	0	28094
THPO	0	6160
THRA	1	31958
THRB	20	377809
THRSP	0	4497
THY1	1	5592
KLF10	0	6979
TIA1	0	39204
TIAL1	1	23564
TIAM1	14	441555
TIE1	0	24987
TIMP2	2	72414
TIMP4	0	6284
C1QBP	1	6373
NKX2-1	0	3827
TJP1	8	122350
TK2	1	80569
TKT	1	31408
ICAM5	0	6800
TLE2	4	49998
TLE4	6	154779
TLL1	16	231200
TLL2	4	149321
SEC62	3	31582
TLR1	1	8537
TLR4	0	13317
ACTG1	0	2896
TLR5	3	33877
NR2E1	0	22799
TSPAN7	8	127442
TSPAN8	22	316802
TM4SF4	0	28814
TSPAN6	1	8000
TSPAN4	0	24293
GPR137B	2	66378
TM7SF2	0	4382
TRAPPC10	2	94227
ERC2-IT1	0	2255
TMF1	3	32507
TMOD1	3	100564
TMPO	1	34807
TMPRSS2	3	66566
TMSB4X	0	2121
C1QA	0	3058
CLDN5	0	2314
CLEC3B	0	9805
