seqnames	start	end	width	strand	gene_id	gene_symbol
chr7	156333185	156333795	611	+	64433	LINC00244
chr7	156742417	156765876	23460	+	64434	NOM1
chrX	103357107	103360533	3427	+	644353	ZCCHC18
chr5	155135063	156194798	1059736	+	6444	SGCD
chr4	9446260	9452240	5981	+	644414	DEFB131A
chr3	99904668	99913030	8363	+	644444	TMEM30CP
chr17	72270386	72311023	40638	+	64446	DNAI2
chr13	23755060	23899304	144245	+	6445	SGCG
chr10	112696361	112697013	653	-	644511	RPL13AP6
chr20	21376005	21378047	2043	-	644524	NKX2-4
chrX	134124968	134126503	1536	+	644538	SMIM10
chr19	38308051	38317278	9228	+	644554	LOC644554
chr1	143767144	143767881	738	-	644591	PPIAL4G
chrX	134229015	134232733	3719	-	644596	SMIM10L2B
chr6	134490384	134639196	148813	-	6446	SGK1
chr7	65112777	65183632	70856	+	644619	INTS4P2
chr16	59788045	59789095	1051	-	644649	APOOP5
chr11	9481103	9482245	1143	-	644656	LOC644656
chr8	117886663	117889107	2445	+	644660	RAD21-AS1
chr18	15313555	15325918	12364	-	644669	LOC644669
chr11	113650518	113651207	690	+	644672	CLDN25
chr17	15668017	15669003	987	+	644694	CDRT15P2
chr15	32933870	32989298	55429	+	6447	SCG5
chr3	45719657	45730374	10718	-	644714	LIMD1-AS1
chr4	68857530	68863157	5628	-	644759	TMPRSS11GP
chr8	2792875	4852328	2059454	-	64478	CSMD1
chr17	78183079	78194199	11121	-	6448	SGSH
chr15	40542866	40545110	2245	-	644809	PAK6-AS1
chr17	18874381	18908060	33680	-	644815	FAM83G
chr2	67350489	67442451	91963	-	644838	LINC01829
chr15	40643234	40648634	5401	+	644844	PHGR1
chr1	146571066	146585928	14863	-	644861	NBPF13P
chr5	127276132	127419299	143168	-	644873	SLC12A2-DT
chr10	15001438	15014850	13413	+	644890	MEIG1
chr19	2754712	2783354	28643	-	6449	SGTA
chr16	576847	577407	561	-	64493	LINC00235
chr5	79594917	79596297	1381	-	644936	LOC644936
chr11	13030970	13033653	2684	+	644943	RASSF10
chr17	20404827	20407811	2985	-	644945	KRT16P3
chr1	27650365	27653016	2652	+	644961	ACTG1P20
chr4	141562345	141564234	1890	-	644962	TNRC18P1
chr3	129800674	129817233	16560	+	644974	ALG1L2
chr16	1277272	1280185	2914	-	64499	TPSB2
chr3	24535578	24541502	5925	+	644990	THRB-AS1
chr1	9712668	9714644	1977	-	644997	PIK3CD-AS1
chr19	40953691	40971725	18035	-	645	BLVRB
chr21	40817797	40887433	69637	+	6450	SH3BGR
chr17	18281079	18292960	11882	+	645027	EVPLL
chrX	49235708	49242997	7290	+	645037	GAGE2B
chrX	49188094	49323262	135169	+	645051	GAGE13
chr15	83211951	83316728	104778	-	64506	CPEB1
chrX	36246896	36403434	156539	+	645090	NA
chrX	80457303	80554046	96744	+	6451	SH3BGRL
chr4	17516788	17528727	11940	+	645104	CLRN2
chr5	132083137	132089856	6720	+	645121	CCNI2
chr1	148201752	148202536	785	-	645142	PPIAL4D
chr18	2652169	2655394	3226	-	645158	CBX3P2
chr1	148928286	148953054	24769	+	645166	LSP1P5
chr17	15207129	15244958	37830	-	64518	TEKT3
chr19	2289774	2308156	18383	-	645191	LINGO3
chr4	2794750	2842823	48074	+	6452	SH3BP2
chr3	28616769	28799828	183060	+	645206	LINC00693
chr15	44826703	44829121	2419	-	645212	EIF3J-DT
chr7	156803551	156809118	5568	+	645249	MNX1-AS1
chr21	35014784	35261609	246826	+	6453	ITSN1
chr5	87836597	87980620	144024	-	645323	LINC00461
chr11	67559238	67572807	13570	-	645332	FAM86C2P
chr1	231611510	231612271	762	-	645339	SNRPD2P2
chr18	5748818	5795900	47083	+	645355	MIR3976HG
chr2	91963368	91970153	6786	+	645367	GGT8P
chr18	5890184	5892103	1920	-	645369	TMEM200C
chr8	7194637	7196229	1593	+	645402	USP17L4
chr1	13474053	13698405	224353	-	645414	PRAMEF19
chr1	13516066	13747803	231738	+	645425	PRAMEF20
chr22	21821459	21824224	2766	+	645426	TMEM191C
chr14	65877311	65879335	2025	-	645431	FUT8-AS1
chr19	4890449	4902879	12431	-	645432	ARRDC5
chr6	139790132	139795733	5602	-	645434	LINC01625
chr4	119437495	119475359	37865	+	645455	CEP170P1
chr19	4360364	4400565	40202	-	6455	SH3GL1
chr4	120375938	120420747	44810	+	645513	SEPTIN7P14
chr10	26878794	26883251	4458	+	645528	FAM238A
chr7	104436954	104444539	7586	-	645591	LHFPL3-AS1
chr9	17578953	17797122	218170	+	6456	SH3GL2
chr17	58160927	58165828	4902	-	645638	WFDC21P
chr16	2688983	2696130	7148	+	645644	FLJ42627
chr1	155531772	155533735	1964	+	645676	ASH1L-AS1
chr1	155402971	155404053	1083	+	645682	POU5F1P4
chr14	56232963	56234435	1473	+	645683	RPL13AP3
chr14	56247853	56263392	15540	-	645687	LINC00520
chr15	84116091	84287493	171403	+	6457	SH3GL3
chr7	5160941	5184177	23237	-	645700	ZNF890P
chr1	237167403	237167718	316	-	645745	MT1HL1
chr15	78206559	78219188	12630	-	645752	GOLGA6FP
chr6	135238528	135271260	32733	-	64577	ALDH8A1
chr2	89065419	89106109	40691	+	645784	ANKRD36BP2
chr4	115748927	116035032	286106	-	64579	NDST4
chr17	30367355	30369851	2497	+	6458	SH3GL1P1
chr12	10269376	10282868	13493	-	64581	CLEC7A
chr16	1484389	1494490	10102	-	645811	CCDC154
chr14	59930240	59932059	1820	-	64582	GPR135
chr17	26691290	26692265	976	-	645832	SEBOX
chr8	7833915	7835507	1593	-	645836	USP17L3
chr3	126290622	126327476	36855	-	645840	NA
chr3	152057487	152058779	1293	-	645843	TMEM14EP
chrX	16185604	16189516	3913	+	645864	MAGEB17
chr1	240170824	240176560	5737	+	645884	RPS7P5
chr17	28951336	28953825	2490	+	6459	SH3GL1P2
chrY	6114264	6117053	2790	+	64591	TSPY2
chr1	153409471	153412503	3033	-	645922	S100A7L2
chrY	9448330	9452762	4433	-	64593	RBMY3AP
chr2	21910306	21933524	23219	-	645949	LINC01822
chrY	14774298	14804153	29856	+	64595	TTTY15
chr6	149914752	149915720	969	+	645958	RPS18P9
chr9	90744220	90749900	5681	-	645961	SPATA31C2
chrX	72223352	72225551	2200	+	645974	PABPC1L2B
chr7	100209725	100213000	3276	+	64598	MOSPD3
chr7	100277130	100286870	9741	-	64599	GIGYF1
chrX	72345876	72347919	2044	-	645996	NAP1L6P
chr15	83924655	83953468	28814	-	646	BNC1
chr1	20465823	20476879	11057	+	64600	PLA2G2F
chr20	2821373	2847378	26006	+	64601	VPS16
chr5	179105559	179107975	2417	-	646019	CBY3
chr22	24825178	24890783	65606	-	646023	ADORA2A-AS1
chr6	150319155	150326280	7126	-	646024	RAET1K
chr22	25041133	25055114	13982	-	646074	POM121L10P
chr15	20487997	20496811	8815	+	646096	CHEK2P2
chr9	37915895	38069210	153316	-	6461	SHB
chr14	62584075	62600903	16829	+	646113	LINC00643
chr3	167613736	167641797	28062	+	646168	LRRC77P
chr16	3543484	3545421	1938	-	646174	C16orf90
chr17	7517382	7536700	19319	+	6462	SHBG
chr13	23471169	23472320	1152	-	646201	BASP1P1
chr15	21932514	21940739	8226	-	646214	LOC646214
chr15	22014420	22016878	2459	-	646243	CXADRP2
chr1	158101834	158110430	8597	-	646268	LINC01704
chr15	29034980	29101720	66741	+	646278	PDCD6IPP2
chr7	99578385	99591588	13204	+	646282	AZGP1P1
chr3	129931663	129992649	60987	+	646300	COL6A4P2
chr2	216476286	216708259	231974	-	646324	LINC00607
chr7	130557251	130598069	40819	-	646329	NA
chr15	22546565	22570831	24267	+	646396	REREP3
chr1	154934774	154946959	12186	-	6464	SHC1
chr13	25502893	25542607	39715	-	646405	TPTE2P1
chr8	25699246	25902640	203395	-	64641	EBF2
chr3	48348336	48369831	21496	-	646424	SPINK8
chr1	100503789	100548929	45141	+	64645	MFSD14A
chr3	48955221	48956818	1598	-	646450	ARIH2OS
chr19	14192444	14196607	4164	-	646457	C19orf67
chr1	26146445	26150097	3653	-	646471	LOC646471
chr8	82370618	82373758	3141	-	646480	FABP9
chr8	82437281	82443550	6270	-	646486	FABP12
chr3	49215069	49229291	14223	-	646498	C3orf84
chr19	53785543	53787602	2060	+	646508	FAM90A27P
chr3	39183342	39196053	12712	-	64651	CSRNP1
chr4	145564068	145567171	3104	-	646576	HHIP-AS1
chr3	185431040	185447575	16536	+	646600	IGF2BP2-AS1
chr4	146601356	146653948	52593	+	646603	C4orf51
chr13	28552243	28562774	10532	-	646625	URAD
chr1	85742041	85865646	123606	+	646626	BCL10-AS1
chr1	248902717	248903151	435	-	646627	LYPD8
chrX	140335596	140672860	337265	-	64663	SPANXC
chr19	56041100	56048435	7336	-	646643	SBK2
chr14	74872596	74892805	20210	-	646658	SYNDIG1L
chr5	36871463	36876796	5334	-	646719	NIPBL-DT
chr2	227007510	227044778	37269	+	646736	LOC646736
chr11	49075266	49080664	5399	-	646754	TRIM64C
chr7	29685538	29725437	39900	-	646762	LOC646762
chr13	32877908	32886091	8184	-	646799	ZAR1L
chr10	103370421	103454743	84323	-	6468	FBXW4
chr11	50368318	50379802	11485	+	646813	LOC646813
chr2	112525214	112641741	116528	-	64682	ANAPC1
chr22	38974125	39052634	78510	-	646851	FAM227A
chr19	58907457	58908446	990	+	646862	RNF225
chr3	39138091	39149130	11040	-	64689	GORASP1
chr15	78384927	78396393	11467	+	646892	SH2D7
chr7	155592736	155604967	12232	-	6469	SHH
chr3	149689066	149691029	1964	+	646903	LOC646903
chr18	19993564	19997878	4315	-	64693	CTAGE1
chr15	79044379	79045734	1356	+	646938	LOC646938
chr2	233385173	233390425	5253	+	646960	PRSS56
chr9	35906189	35907138	950	+	646962	HRCT1
chr13	40921271	41055143	133873	-	646982	LINC00598
chr21	43791996	43816955	24960	-	64699	TMPRSS3
chr7	39649086	39651687	2602	+	646999	LOC646999
chr17	18231187	18266856	35670	-	6470	SHMT1
chr2	139654894	139656744	1851	+	647012	YY1P2
chr6	42068857	42110715	41859	-	647024	C6orf132
chr3	156527060	156529810	2751	-	647033	PA2G4P4
chr15	82633123	83018198	385076	-	647042	GOLGA6L10
chr2	232646445	232673434	26990	+	64708	COPS7B
chr7	135347221	135378162	30942	+	647087	STMP1
chr1	205681947	205719372	37426	-	64710	NUCKS1
chr3	162895031	163021089	126059	-	647107	LINC01192
chr16	1961465	1968231	6767	-	64711	HS3ST6
chr1	121260910	121313686	52777	+	647121	EMBP1
chr16	330606	337209	6604	+	64714	PDIA2
chr13	51658151	51746524	88374	-	647166	C13orf42
chr13	51915168	51938418	23251	+	647174	SERPINE3
chr16	1413206	1464705	51500	-	64718	UNKL
chr6	53199258	53202415	3158	-	647190	RPS16P5
chr12	57623356	57628718	5363	+	6472	SHMT2
chr1	201083081	201084500	1420	-	647219	ASCL5
chr14	104406763	104408645	1883	-	647286	RD3L
chr13	75811889	75814517	2629	-	647288	CTAGE11P
chr3	190570526	190580465	9940	-	647309	GMNC
chr14	105864920	105880196	15277	+	647310	TEX22
chr3	193675161	193721448	46288	-	647323	LINC02026
chr16	1928286	1934232	5947	-	64735	LINC00254
chr3	157813800	157823952	10153	-	6474	SHOX2
chrX	48455880	48463582	7703	+	64743	WDR13
chr1	40839378	40888998	49621	+	64744	SMAP2
chr14	21457965	21465194	7230	+	64745	METTL17
chr1	226332380	226374423	42044	-	64746	ACBD3
chr3	158519715	158547508	27794	+	64747	MFSD1
chr19	11466062	11476374	10313	+	64748	PLPPR2
chr17	62540735	62658386	117652	-	64750	SMURF2
chr7	128431464	128462187	30724	+	64753	CCDC136
chr1	245912642	246670644	758003	-	64754	SMYD3
chr16	31500796	31519740	18945	-	64755	RUSF1
chr1	47100711	47134099	33389	-	64756	ATPAF1
chr1	220960039	220987741	27703	+	64757	MTARC1
chr12	133794898	133812422	17525	-	647589	ANHX
chr7	47314752	47621742	306991	-	64759	TNS3
chr3	164696686	164796283	99598	-	6476	SI
chr8	21946714	21961891	15178	+	64760	FHIP2B
chr7	139723549	139763521	39973	-	64761	PARP12
chr18	29843484	30050447	206964	-	64762	GAREM1
chr19	42572629	42585720	13092	+	64763	ZNF574
chr7	137559725	137686847	127123	-	64764	CREB3L2
chr1	33283043	33324480	41438	+	64766	S100PBP
chr9	95375466	95432547	57082	-	64768	IPPK
chr1	37955561	37980420	24860	-	64769	MEAF6
chr16	48390275	48482309	92035	-	6477	SIAH1
chr3	123632274	123680255	47982	-	64770	CCDC14
chr6	34555066	34664625	109560	-	64771	ILRUN
chr17	77071019	77084685	13667	+	64772	ENGASE
chr20	2815961	2821889	5929	-	64773	PCED1A
chr11	111749948	111754797	4850	+	64776	C11orf1
chr5	177558028	177575479	17452	+	64777	RMND5B
chr3	171757418	172118492	361075	+	64778	FNDC3B
chr16	86563782	86588841	25060	-	64779	MTHFSD
chr3	150458910	150481263	22354	-	6478	SIAH2
chr6	109765266	109787171	21906	-	64780	MICAL1
chr22	47080307	47134152	53846	-	64781	CERK
chr15	89164527	89175512	10986	+	64782	AEN
chr1	110881945	110889303	7359	+	64783	RBM15
chr15	91073118	91188577	115460	+	64784	CRTC3
chr16	58426298	58440048	13751	+	64785	GINS3
chr5	70370030	70388897	18868	-	647859	OCLNP1
chr12	72233487	72320629	87143	+	64786	TBC1D15
chr11	706120	727727	21608	+	64787	EPS8L2
chr16	903635	1031318	127684	-	64788	LMF1
chr1	40974433	40982214	7782	+	64789	EXO5
chr7	100956648	100965093	8446	-	64792	IFT22
chr1	26560693	26605299	44607	+	64793	CEP85
chr9	135469676	135545788	76113	-	64794	DDX31
chr18	36786888	37380282	593395	-	647946	MIR924HG
chr2	86947414	88038768	1091355	+	64795	RMND5A
chr20	34633540	34638882	5343	-	647979	NORAD
chr8	120885900	121063157	177258	+	64798	DEPTOR
chr15	67547138	67794142	247005	+	64799	IQCH
chr10	22610139	22620414	10276	+	648	BMI1
chr3	186648315	186796341	148027	+	6480	ST6GAL1
chr22	43924624	44208217	283594	-	64800	EFCAB6
chr1	231114823	231136479	21657	+	64801	ARV1
chr1	10003486	10045556	42071	+	64802	NMNAT1
chr3	151055236	151102544	47309	-	64805	P2RY12
chr14	23842018	23845612	3595	+	64806	IL25
chr7	99425636	99464173	38538	+	64816	CYP3A43
chr8	134467091	134584183	117093	-	6482	ST3GAL1
chr16	70413338	70472991	59654	-	6483	ST3GAL2
chr1	43829068	43833745	4678	-	64834	ELOVL1
chr11	66024765	66035332	10568	+	64837	KLC2
chr2	27714750	27718126	3377	-	64838	FNDC4
chr5	107194734	107717799	523066	-	64839	FBXL17
chr11	126225540	126310752	85213	+	6484	ST3GAL4
chrX	48367371	48379202	11832	+	64840	PORCN
chr14	53241911	53258386	16476	-	64841	GNPNAT1
chr15	76629147	76634816	5670	+	64843	ISL2
chr2	160569010	160625084	56075	+	64844	MARCHF7
chr17	48620419	48633213	12795	+	64847	SPATA20
chr5	112849391	112930984	81594	+	64848	YTHDC2
chr20	45186462	45313124	126663	-	64849	SLC13A3
chr4	109663202	109684235	21034	-	64850	ETNPPL
chr11	62342517	62359109	16593	-	64852	TUT1
chr1	222841355	222886526	45172	-	64853	AIDA
chr4	53457127	53525502	68376	-	64854	USP46
chr9	130267618	130341268	73651	-	64855	NIBAN2
chr1	1370903	1378262	7360	+	64856	VWA1
chr19	39903750	39919055	15306	+	64857	PLEKHG2
chr1	114447915	114456708	8794	+	64858	DCLRE1B
chr2	192542798	192553248	10451	+	64859	NABP1
chrX	101854096	101859085	4990	+	64860	ARMCX5
chr18	2537524	2571489	33966	-	64863	METTL4
chr15	56379479	56535483	156005	-	64864	RFX7
chr3	45123769	45187914	64146	-	64866	CDCP1
chr22	22901756	22909007	7252	+	648691	LL22NC03-63E9.3
chr1	44171495	44396837	225343	+	6487	ST3GAL3
chr1	104112026	104114008	1983	+	648740	ACTG1P4
chr6	5085720	5087455	1736	+	648791	PPP1R3G
chr15	84748939	84795353	46415	+	648809	EFL1P1
chr13	61983819	62002079	18261	-	64881	PCDH20
chr12	22346325	22487648	141324	-	6489	ST8SIA1
chr2	60983365	61029221	45857	+	64895	PAPOLG
chr12	121440848	121454300	13453	-	64897	C12orf43
chr5	43014831	43018913	4083	-	648987	ANXA2R-OT1
chr8	22022653	22069840	47188	+	649	BMP1
chr12	56347889	56360496	12608	-	6490	PMEL
chr20	39969560	39989222	19663	+	64900	LPIN3
chr5	170288896	170727019	438124	+	64901	RANBP17
chr5	34998206	35048240	50035	-	64902	AGXT2
chr1	47694868	47779819	84952	-	6491	STIL
chr11	120120468	120136641	16174	-	649133	LOC649133
chr16	33961052	33962503	1452	-	649159	LINC00273
chr14	99635625	99737822	102198	-	64919	BCL11B
chr6	100836750	100912805	76056	-	6492	SIM1
chr7	94139170	94186328	47159	+	64921	CASD1
chr9	26993135	27005691	12557	-	64922	LRRC19
chr5	68389776	68426899	37124	+	64924	SLC30A5
chr3	49199968	49203785	3818	-	64925	CCDC71
chr19	15562436	15575382	12947	-	64926	RASAL3
chr22	23701793	23724313	22521	-	649264	CES5AP1
chr15	99676528	99791428	114901	-	64927	TTC23
chr6	44081373	44095191	13819	-	64928	MRPL14
chr21	38071991	38122510	50520	+	6493	SIM2
chr1	12907236	12908237	1002	-	649330	HNRNPCL3
chr8	12236776	12237298	523	-	649352	LOC649352
chr7	63894071	63895895	1825	+	649395	YWHAEP1
chr11	65405578	65418391	12814	+	6494	SIPA1
chr7	66767625	66786513	18889	+	64940	STAG3L4
chr3	52558385	52569093	10709	-	64943	NT5DC2
chr18	3594112	3597377	3266	+	649446	DLGAP1-AS1
chr5	68485375	68506184	20810	+	64946	CENPH
chr20	3026675	3028896	2222	+	64949	MRPS26
chr14	61111417	61116155	4739	-	6495	SIX1
chr7	43906157	43909145	2989	-	64951	MRPS24
chr2	45169037	45173216	4180	+	6496	SIX3
chr1	36921362	36930040	8679	-	64960	MRPS15
chr15	89010684	89021861	11178	+	64963	MRPS11
chr2	105654483	105716418	61936	+	64965	MRPS9
chr21	35445823	35515334	69512	+	64968	MRPS6
chr2	95752952	95787754	34803	-	64969	MRPS5
chr1	2160134	2241652	81519	+	6497	SKI
chr9	140446309	140447007	699	+	64975	MRPL41
chr22	19420036	19423596	3561	+	64976	MRPL40
chr17	73894724	73905899	11176	-	64978	MRPL38
chr5	1798499	1799956	1458	-	64979	MRPL36
chr3	170075473	170114637	39165	+	6498	SKIL
chr19	17416477	17417652	1176	+	64981	MRPL34
chr7	42971939	42977453	5515	+	64983	MRPL32
chr11	118873671	118874303	633	-	649946	RPL23AP64
chr20	6748745	6760910	12166	+	650	BMP2
chr5	133492082	133512724	20643	-	6500	SKP1
chr11	66202550	66206310	3761	-	65003	MRPL11
chr1	151732123	151736040	3918	-	65005	MRPL9
chr4	78783805	78873944	90140	+	65008	MRPL1
chr16	58497549	58547523	49975	+	65009	NDRG4
chr3	48663156	48672926	9771	-	65010	SLC26A6
chr12	58013693	58019934	6242	+	65012	SLC26A10P
chr1	20959948	20978004	18057	+	65018	PINK1
chr5	36152145	36184142	31998	+	6502	SKP2
chr7	56491397	56516068	24672	-	650226	LOC650226
chr4	8951477	8952127	651	+	650293	OR7E85BP
chr8	134048973	134115310	66338	-	6503	SLA
chr11	3402191	3430378	28188	+	650368	TSSC2
chr1	160579891	160617081	37191	-	6504	SLAMF1
chr9	4490427	4587469	97043	+	6505	SLC1A1
chr2	86441120	86565206	124087	-	65055	REEP1
chr5	56469775	56560506	90732	+	65056	GPBP1
chr16	67691415	67694718	3304	-	65057	ACD
chr2	204298539	204400058	101520	-	65059	RAPH1
chr11	35272752	35441610	168859	-	6506	SLC1A2
chr2	202655177	202760273	105097	+	65061	CDK15
chr2	202484907	202508252	23346	-	65062	TMEM237
chr10	81442731	81448650	5920	+	650623	BEND3P3
chr2	203879602	204091101	211500	+	65065	NBEAL1
chr16	2389291	2476700	87410	+	650655	ABCA17P
chr13	114518583	114545814	27232	+	650669	GAS6-AS1
chr5	36606457	36688436	81980	+	6507	SLC1A3
chr2	202005012	202022515	17504	-	65072	CFLAR-AS1
chr22	20228938	20255816	26879	-	65078	RTN4R
chr13	21872264	21967061	94798	+	650794	MIPEPP3
chr2	220492292	220506702	14411	+	6508	SLC4A3
chr2	224822121	224832431	10311	+	65080	MRPL44
chr12	122692209	122751068	58860	-	65082	VPS33A
chr9	33461351	33473941	12591	-	65083	NOL6
chr11	86748886	87039876	290991	+	65084	TMEM135
chr2	65215579	65251000	35422	+	6509	SLC1A4
chr1	227918890	227923112	4223	-	65094	JMJD4
chr19	10663761	10676702	12942	-	65095	KRI1
chr4	81952119	81978685	26567	+	651	BMP3
chr19	47278140	47291842	13703	-	6510	SLC1A5
chr1	32799430	32801840	2411	-	65108	MARCKSL1
chrX	118967989	118986991	19003	-	65109	UPF3B
chr19	15060845	15121455	60611	-	6511	SLC1A6
chr13	115047059	115071291	24233	+	65110	UPF3A
chr12	122989190	123011560	22371	-	65117	RSRC2
chr1	53552851	53608289	55439	-	6512	SLC1A7
chr1	12851546	12856777	5232	+	65121	PRAMEF1
chr1	12916941	12921764	4824	+	65122	PRAMEF2
chr1	153700549	153746555	46007	+	65123	INTS3
chr2	110371911	110376564	4654	+	65124	SOWAHC
chr12	862089	1020618	158530	+	65125	WNK1
chr1	43391046	43424847	33802	-	6513	SLC2A1
chr6	28129539	28137373	7835	+	651302	ZKSCAN8P1
chr3	170714137	170744768	30632	-	6514	SLC2A2
chr4	187110186	187112644	2459	-	651430	FLJ38576
chr12	8071824	8088892	17069	-	6515	SLC2A3
chr17	7185054	7191367	6314	+	6517	SLC2A4
chr5	10564435	10657928	93494	+	651746	ANKRD33B
chr1	9097005	9148510	51506	-	6518	SLC2A5
chr2	44502597	44547962	45366	+	6519	SLC3A1
chr14	54416455	54423554	7100	-	652	BMP4
chr11	62623484	62656355	32872	+	6520	SLC3A2
chr17	42325758	42345502	19745	-	6521	SLC4A1
chr10	55562533	57387702	1825170	-	65217	PCDH15
chr7	150755299	150773614	18316	+	6522	SLC4A2
chr1	1682671	1711508	28838	-	65220	NADK
chr16	2653385	2680495	27111	+	652276	LOC652276
chr22	32439019	32509011	69993	+	6523	SLC5A1
chr16	31494439	31502091	7653	+	6524	SLC5A2
chr1	40915774	40929390	13617	+	65243	ZFP69B
chr12	49760688	49921207	160520	+	65244	SPATS2
chr19	13906274	13943044	36771	+	65249	ZSWIM4
chr22	31477282	31500610	23329	+	6525	SMTN
chr5	37106330	37249530	143201	-	65250	CPLANE1
chr19	52392488	52408305	15818	-	65251	ZNF649
chr18	11883472	11908796	25325	-	65258	MPPE1
chr21	35445823	35478561	32739	+	6526	SLC5A3
chr1	53152014	53164038	12025	-	65260	COA7
chr8	144686083	144691784	5702	-	65263	PYCR3
chr17	46985731	47006422	20692	+	65264	UBE2Z
chr8	146277824	146281416	3593	+	65265	C8orf33
chr17	40932649	40949084	16436	+	65266	WNK4
chrX	54219256	54384438	165183	-	65267	WNK3
chr9	95947212	96082854	135643	+	65268	WNK2
chr22	32614463	32651318	36856	-	6527	SLC5A4
chr19	17982782	18005983	23202	+	6528	SLC5A5
chr3	11034420	11080935	46516	+	6529	SLC6A1
chr17	7478031	7478165	135	+	652965	SNORA48
chr17	7480129	7480276	148	+	652966	SNORD10
chr22	30681107	30695540	14434	-	652968	CASTOR1
chr9	114365111	114375833	10723	-	652972	LRRC37A5P
chr18	44738460	44775554	37095	-	652991	SKOR2
chr19	15939757	15947131	7375	+	652995	UCA1
chr6	55620238	55740375	120138	-	653	BMP5
chr16	55689542	55740104	50563	+	6530	SLC6A2
chr15	23599895	23613471	13577	+	653061	GOLGA8S
chr15	30427990	30439395	11406	+	653075	GOLGA8T
chr5	1392905	1445543	52639	-	6531	SLC6A3
chr12	8383645	8395542	11898	-	653113	FAM86FP
chr1	32930658	33071542	140885	+	653121	ZBTB8A
chr10	46550123	48827924	2277802	-	653129	NA
chr2	24397531	24414567	17037	+	653140	FAM228A
chr1	108992904	109013260	20357	+	653149	NBPF6
chr1	35441300	35450948	9649	-	653160	GPR199P
chr9	79013515	79014954	1440	+	653162	RPSAP9
chr17	3143970	3144559	590	+	653166	OR1D4
chr5	68921201	69586004	664804	-	653188	GUSBP3
chr16	18582570	18609607	27038	+	653190	ABCC6P1
chr2	96142715	96150479	7765	-	653192	TRIM43B
chr17	28521337	28562986	41650	-	6532	SLC6A4
chrX	52255220	52260363	5144	-	653220	XAGE1A
chr5	69711197	69746189	34993	+	653238	GTF2H2B
chr17	39273434	39274606	1173	-	653240	KRTAP4-11
chr12	11544474	11548498	4025	-	653247	PRB2
chr10	51464151	51486327	22177	-	653268	AGAP7P
chr2	131220389	131266808	46420	-	653269	POTEI
chr2	131278667	131285565	6899	+	653275	CFC1B
chrX	120087137	120090454	3318	-	653282	CT47A7
chr3	14444076	14530857	86782	+	6533	SLC6A6
chr10	52499688	52514569	14882	+	653308	ASAH2B
chr5	177433967	177476088	42122	+	653316	FAM153CP
chr16	67209505	67217943	8439	-	653319	MATCAP1
chr8	12283124	12293864	10741	-	653333	FAM86B2
chr7	74188309	74203659	15351	+	653361	NCF1
chr16	29086163	29128038	41876	+	653390	RRN3P2
chr22	24385938	24401899	15962	-	653399	GSTTP2
chr5	149569520	149590635	21116	+	6534	SLC6A7
chr9	69199480	69202204	2725	-	653404	FOXD4L6
chr8	7705402	7721319	15918	+	653423	SPAG11A
chr9	70175707	70178815	3109	-	653427	FOXD4L5
chr2	241615835	241622323	6489	-	653437	AQP12B
chr1	206516200	206581301	65102	+	653464	SRGAP2C
chr17	45527593	45569986	42394	-	653479	MRPL45P2
chr6	168224570	168227476	2907	-	653483	AFDN-DT
chr2	107021136	107084801	63666	-	653489	RGPD3
chr19	43341149	43359870	18722	-	653492	PSG10P
chr19	39279850	39282394	2545	+	653499	LGALS7B
chrX	152953752	152962048	8297	+	6535	SLC6A8
chr9	39443814	41609544	2165731	-	653501	NA
chr10	81370695	81375199	4505	+	653509	SFTPA1
chr1	144676437	145039992	363556	-	653513	LOC653513
chr1	145764595	145827103	62509	-	653519	GPR89A
chr4	190992204	190993669	1466	+	653544	DUX4L6
chr10	135487177	135498458	11282	+	653548	DUX4L3
chr10	17794260	18089854	295595	+	653567	TMEM236
chr19	43979255	44008985	29731	-	653583	PHLDB3
chr1	44457172	44497164	39993	-	6536	SLC6A9
chr1	149784780	149785236	457	-	653604	H3C13
chr1	13035543	13038381	2839	+	653606	PRAMEF22
chr1	14362	29961	15600	-	653635	WASH7P
chr15	75550899	75565796	14898	+	653641	GOLGA6C
chr15	75575182	75588148	12967	+	653643	GOLGA6D
chr17	58053385	58096336	42952	-	653645	TBC1D3P1-DHX40P1
chr17	58179121	58180280	1160	-	653653	LOC653653
chr19	7037755	7040184	2430	-	653656	MBD3L4
chr19	7056216	7058645	2430	-	653657	MBD3L3
chr19	49141296	49185502	44207	+	653677	SEC1P
chrX	72161568	72163589	2022	-	653687	FAM226B
chr3	128580351	128590384	10034	-	653712	LOC653712
chr2	131369106	131415610	46505	+	653781	POTEJ
chr2	132241533	132250064	8532	-	653784	MZT2A
chr16	22557019	22588186	31168	+	653786	OTOAP1
chr3	10857917	10980146	122230	+	6538	SLC6A11
chr16	29789561	29792969	3409	+	653808	ZG16
chr1	120839005	120855681	16677	+	653820	FAM72B
chr7	149944301	150020758	76458	-	653857	ACTR3C
chr12	299243	323371	24129	-	6539	SLC6A12
chr6	7727011	7881961	154951	+	654	BMP6
chr12	329787	372039	42253	-	6540	SLC6A13
chr13	30083551	30169825	86275	-	6541	SLC7A1
chr8	17354597	17428077	73481	+	6542	SLC7A2
chr7	5920429	5925994	5566	+	654231	OCM
chr4	264464	299099	34636	-	654254	ZNF732
chr19	47931279	47975307	44029	-	6543	SLC8A2
chr11	93463681	93465665	1985	-	654320	SNORA8
